word,display_form,part_of_speech,difficulty,frequency_rank,source,created_at
excise,excise,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
excite,excite,,level_1,,,2025-08-29 16:02:32
excited,excited,,level_1,,,2025-08-29 16:02:34
excitement,excitement,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
exclaim,exclaim,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
exclude,exclude,,level_1,,,2025-08-29 16:02:33
exclusive right,exclusive right,,level_1,,,2025-08-29 16:02:33
excogitate,excogitate,,level_1,,,2025-08-29 16:02:33
excoriate,excoriate,,level_1,,,2025-08-29 16:02:33
excoriation,excoriation,,level_1,,,2025-08-29 16:02:33
excrescence,excrescence,,level_1,,,2025-08-29 16:02:34
excruciate,excruciate,,level_1,,,2025-08-29 16:02:33
excruciating,excruciating,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
exculpate,exculpate,,level_1,,,2025-08-29 16:02:34
excursus,excursus,,level_1,,,2025-08-29 16:02:34
excusatory,excusatory,,level_1,,,2025-08-29 16:02:34
excuse,excuse,,level_1,,,2025-08-29 16:02:33
execrable,execrable,,level_1,,,2025-08-29 16:02:34
execrate,execrate,,level_1,,,2025-08-29 16:02:33
execration,execration,,level_1,,,2025-08-29 16:02:34
executable,executable,,level_1,,,2025-08-29 16:02:32
execute,execute,,level_1,,,2025-08-29 16:02:32
exemplar,exemplar,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
exemplary,exemplary,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
exemplify,exemplify,,level_1,,,2025-08-29 16:02:32
exempt,exempt,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
exercise,exercise,,level_1,,,2025-08-29 16:02:33
exert,exert,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
exhaust,exhaust,v,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
exhaustive,exhaustive,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
exhibitionist,exhibitionist,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
exhilarate,exhilarate,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
exhilarating,Exhilarating,,,,words - Sheet3.csv,2025-08-29 16:02:34
exhilaration,exhilaration,,level_1,,,2025-08-29 16:02:33
exhort,exhort,,level_1,,,2025-08-29 16:02:32
exhume,exhume,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
exigency,exigency,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
exigent,exigent,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
exile,exile,,level_1,,,2025-08-29 16:02:33
existence,existence,,level_1,,,2025-08-29 16:02:33
existential,existential,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
exit,exit,,level_1,,,2025-08-29 16:02:33
exodus,exodus,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
exonerate,exonerate,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
exoneration,exoneration,,level_1,,,2025-08-29 16:02:34
exorbitant,exorbitant,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
exorcise,exorcise,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
exorcize,exorcize,,level_1,,,2025-08-29 16:02:34
exotic,exotic,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
expand,expand,,level_1,,,2025-08-29 16:02:33
expanse,expanse,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
expansion,expansion,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
expatriate,expatriate,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
expect,expect,,level_1,,,2025-08-29 16:02:32
expedient,expedient,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
expedite,expedite,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
expedition,expedition,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
expeditious,expeditious,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
expel,expel,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
expend,Expend,,,,words - Sheet3.csv,2025-08-29 16:02:34
expendable,expendable,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
expensive,expensive,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
experienced,experienced,,level_1,,,2025-08-29 16:02:32
experiential,experiential,,level_1,,,2025-08-29 16:02:33
experiment,experiment,,level_1,,,2025-08-29 16:02:33
experimental,experimental,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
experimentation,experimentation,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
expert,expert,,level_1,,,2025-08-29 16:02:33
expertise,expertise,,level_1,,,2025-08-29 16:02:34
expiate,expiate,,level_1,,,2025-08-29 16:02:34
expiration,expiration,,level_1,,,2025-08-29 16:02:32
expire,expire,v,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
expiry,expiry,,level_1,,,2025-08-29 16:02:32
explain,explain,,level_1,,,2025-08-29 16:02:34
explanatory,explanatory,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
explicable,Explicable,,,,words - Sheet2.csv,2025-08-29 16:02:34
explicate,explicate,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
explicit,explicit,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
exploit,exploit,v,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
exploration,exploration,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
explosive,explosive,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
exponent,exponent,,level_1,,,2025-08-29 16:02:33
expose,expose,v,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
expostulation,expostulation,,level_1,,,2025-08-29 16:02:34
express,express,,level_1,,,2025-08-29 16:02:34
expressed,expressed,,level_1,,,2025-08-29 16:02:32
expressive,expressive,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
expropriation,expropriation,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
expunge,expunge,,level_1,,,2025-08-29 16:02:33
expurgate,expurgate,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
exquisite,exquisite,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
extant,extant,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
extemporise,extemporise,,level_1,,,2025-08-29 16:02:33
extemporize,extemporize,,level_1,,,2025-08-29 16:02:33
extend,extend,,level_1,,,2025-08-29 16:02:33
extend beyond main part,extend beyond main part,,level_1,,,2025-08-29 16:02:34
extended,extended,,level_1,,,2025-08-29 16:02:32
extensive,extensive,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
extenuate,extenuate,,level_1,,,2025-08-29 16:02:33
exterminate,exterminate,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
extinct,extinct,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
extinction,extinction,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
extinguish,extinguish,,level_1,,,2025-08-29 16:02:32
extirpate,extirpate,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
extol,extol,,level_1,,,2025-08-29 16:02:33
extolment,extolment,,level_1,,,2025-08-29 16:02:33
extort,extort,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
extortionate,extortionate,,level_1,,,2025-08-29 16:02:34
extra,extra,,level_1,,,2025-08-29 16:02:33
extract,extract,,level_1,,,2025-08-29 16:02:32
extraneous,extraneous,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
extraordinary,extraordinary,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
extrapolate,extrapolate,,level_1,,,2025-08-29 16:02:33
extrapolation,extrapolation,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
extravagance,extravagance,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
extravagancy,extravagancy,,level_1,,,2025-08-29 16:02:34
extravagant,extravagant,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
extreme,extreme,,level_1,,,2025-08-29 16:02:33
extreme right-winger,extreme right-winger,,level_1,,,2025-08-29 16:02:33
extremist,extremist,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
extremity,extremity,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
extricate,extricate,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
extrovert,extrovert,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
extroverted,extroverted,,level_1,,,2025-08-29 16:02:33
extrude,extrude,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
extrusion,extrusion,,level_1,,,2025-08-29 16:02:34
exuberance,exuberance,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
exuberant,exuberant,,level_1,,,2025-08-29 16:02:33
exudate,exudate,,level_1,,,2025-08-29 16:02:33
exude,exude,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
exult,exult,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
exultant,exultant,,level_1,,,2025-08-29 16:02:34
exultation,exultation,,level_1,,,2025-08-29 16:02:34
exulting,exulting,,level_1,,,2025-08-29 16:02:34
exuviate,exuviate,,level_1,,,2025-08-29 16:02:33
eye tooth,eye tooth,,level_1,,,2025-08-29 16:02:33
eyetooth,eyetooth,,level_1,,,2025-08-29 16:02:33
eyrie,eyrie,,level_1,,,2025-08-29 16:02:34
eyry,eyry,,level_1,,,2025-08-29 16:02:34
fable,fable,,level_1,,,2025-08-29 16:02:32
fabricate,fabricate,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fabrication,fabrication,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fabulous,fabulous,,level_1,,,2025-08-29 16:02:33
facade,facade,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
face,face,,level_1,,,2025-08-29 16:02:33
facet,facet,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
facetious,facetious,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
facile,facile,,level_1,,,2025-08-29 16:02:33
facilitate,facilitate,v,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
fact-finding,fact-finding,,level_1,,,2025-08-29 16:02:33
faction,faction,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
factious,factious,,level_1,,,2025-08-29 16:02:33
factual,factual,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fad,fad,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
faddish,faddish,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fag,fag,,level_1,,,2025-08-29 16:02:33
faineant,faineant,,level_1,,,2025-08-29 16:02:34
faint,faint,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fair,fair,,level_1,,,2025-08-29 16:02:33
fair game,fair game,,level_1,,,2025-08-29 16:02:33
fair-mindedness,fair-mindedness,,level_1,,,2025-08-29 16:02:33
fairness,fairness,,level_1,,,2025-08-29 16:02:33
fake,fake,,level_1,,,2025-08-29 16:02:33
faker,faker,,level_1,,,2025-08-29 16:02:33
fall,fall,,level_1,,,2025-08-29 16:02:32
fall apart,fall apart,,level_1,,,2025-08-29 16:02:33
fall in,fall in,,level_1,,,2025-08-29 16:02:32
fallacious,fallacious,,level_1,,,2025-08-29 16:02:33
fallacy,fallacy,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fallal,fallal,,level_1,,,2025-08-29 16:02:33
fallible,fallible,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
fallow,fallow,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
false,FALSE,,level_1,,,2025-08-29 16:02:32
false belief,false belief,,level_1,,,2025-08-29 16:02:33
false name,false name,,level_1,,,2025-08-29 16:02:32
false praise,false praise,,level_1,,,2025-08-29 16:02:34
falseness,falseness,,level_1,,,2025-08-29 16:02:34
falsification,falsification,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
falsify,falsify,,level_1,,,2025-08-29 16:02:33
falter,falter,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fame,fame,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
famed,famed,,level_1,,,2025-08-29 16:02:33
familial,familial,,level_1,,,2025-08-29 16:02:33
familiar,familiar,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
familiarity,familiarity,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
familiarize,familiarize,,level_1,,,2025-08-29 16:02:33
family,family,,level_1,,,2025-08-29 16:02:33
family predecessor,family predecessor,,level_1,,,2025-08-29 16:02:33
famine,famine,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
famish,famish,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
famished,famished,,level_1,,,2025-08-29 16:02:34
famous,famous,,level_1,,,2025-08-29 16:02:32
fan,fan,,level_1,,,2025-08-29 16:02:33
fan out,fan out,,level_1,,,2025-08-29 16:02:33
fanatic,fanatic,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fanatical,fanatical,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fanaticism,fanaticism,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
fanatism,fanatism,,level_1,,,2025-08-29 16:02:34
fanciful,fanciful,,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
fancify,fancify,,level_1,,,2025-08-29 16:02:34
fancy,fancy,v,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
fancy man,fancy man,,level_1,,,2025-08-29 16:02:33
fanfare,fanfare,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fantasm,fantasm,,level_1,,,2025-08-29 16:02:33
fantastic,fantastic,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
fantastical,fantastical,,level_1,,,2025-08-29 16:02:32
far-famed,far-famed,,level_1,,,2025-08-29 16:02:33
far-out,far-out,,level_1,,,2025-08-29 16:02:33
farce,farce,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
farce comedy,farce comedy,,level_1,,,2025-08-29 16:02:33
farcical,farcical,,level_1,,,2025-08-29 16:02:33
fare,fare,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
farming,farming,,level_1,,,2025-08-29 16:02:33
fascinate,fascinate,v,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
fascination,fascination,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fashion plate,fashion plate,,level_1,,,2025-08-29 16:02:33
fast,fast,,level_1,,,2025-08-29 16:02:33
fasten,fasten,,level_1,,,2025-08-29 16:02:33
fastener,fastener,,level_1,,,2025-08-29 16:02:33
fastidious,fastidious,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
fatal,fatal,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
fatalism,fatalism,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
fatality,fatality,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fate,fate,,level_1,,,2025-08-29 16:02:32
fateful,fateful,,level_1,,,2025-08-29 16:02:34
father,father,,level_1,,,2025-08-29 16:02:33
fathom,fathom,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fatigue,fatigue,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fatuous,fatuous,,level_1,,,2025-08-29 16:02:34
fault,fault,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
faultfinding,faultfinding,,level_1,,,2025-08-29 16:02:34
faultless,faultless,,level_1,,,2025-08-29 16:02:33
faulty,faulty,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fauna,fauna,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
faux pas,faux pas,,level_1,,,2025-08-29 16:02:34
fawn,fawn,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fawning,fawning,,level_1,,,2025-08-29 16:02:34
faze,faze,,level_1,,,2025-08-29 16:02:33
fear,fear,,level_1,,,2025-08-29 16:02:34
fearful,fearful,,level_1,,,2025-08-29 16:02:34
fearless,fearless,,level_1,,,2025-08-29 16:02:33
fearsome,fearsome,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
feasibility,Feasibility,,,,words - Sheet3.csv,2025-08-29 16:02:34
feasible,feasible,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
feather,feather,,level_1,,,2025-08-29 16:02:34
featherbed,featherbed,,level_1,,,2025-08-29 16:02:33
feckless,feckless,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
fecund,fecund,,level_1,,,2025-08-29 16:02:33
fecundity,fecundity,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
feeble,feeble,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
feel,feel,,level_1,,,2025-08-29 16:02:32
feel compassion for,feel compassion for,,level_1,,,2025-08-29 16:02:34
feel for,feel for,,level_1,,,2025-08-29 16:02:33
feel sorry,feel sorry,,level_1,,,2025-08-29 16:02:34
feeling,feeling,,level_1,,,2025-08-29 16:02:32
feign,feign,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
feint,feint,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
feisty,feisty,,level_1,,,2025-08-29 16:02:33
felicitous,felicitous,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
felicitousness,felicitousness,,level_1,,,2025-08-29 16:02:33
felicity,felicity,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fell,fell,,level_1,,,2025-08-29 16:02:33
fellow,fellow,,level_1,,,2025-08-29 16:02:32
fellow worker,fellow worker,,level_1,,,2025-08-29 16:02:32
felon,felon,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fen,fen,,level_1,,,2025-08-29 16:02:33
fend,fend,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fend for,fend for,,level_1,,,2025-08-29 16:02:32
fend off,fend off,,level_1,,,2025-08-29 16:02:33
fenland,fenland,,level_1,,,2025-08-29 16:02:33
feral,feral,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
ferine,ferine,,level_1,,,2025-08-29 16:02:33
ferment,ferment,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fermentation,fermentation,,level_1,,,2025-08-29 16:02:33
ferocious,ferocious,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
ferocity,ferocity,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
ferret,ferret,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
ferry,ferry,v,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
fertile,fertile,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fervency,fervency,,level_1,,,2025-08-29 16:02:33
fervent,fervent,,level_1,,,2025-08-29 16:02:33
fervid,fervid,,level_1,,,2025-08-29 16:02:33
fervidness,fervidness,,level_1,,,2025-08-29 16:02:33
fervor,fervor,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fervour,fervour,,level_1,,,2025-08-29 16:02:33
fester,fester,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
festinate,festinate,,level_1,,,2025-08-29 16:02:33
festive,festive,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fetid,fetid,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34
fetor,fetor,,level_1,,,2025-08-29 16:02:33
fetter,fetter,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
feud,feud,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
feverish,feverish,,level_1,,,2025-08-29 16:02:33
fiasco,fiasco,,level_1,,,2025-08-29 16:02:33
fiat,fiat,,level_1,,,2025-08-29 16:02:33
fiber,fiber,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32
fibre,fibre,,level_1,,,2025-08-29 16:02:32
fibrous,fibrous,,level_1,,,2025-08-29 16:02:34
fickle,fickle,,level_1,,,2025-08-29 16:02:33
fictile,fictile,,level_1,,,2025-08-29 16:02:34
fiction,fiction,,level_1,,,2025-08-29 16:02:33
fiction of the mind,fiction of the mind,,level_1,,,2025-08-29 16:02:34
fictional,fictional,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
fiddle,fiddle,,level_1,,,2025-08-29 16:02:33
fiddling,fiddling,,level_1,,,2025-08-29 16:02:33
fidelity,fidelity,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33
field,field,,level_1,,,2025-08-29 16:02:32
fiend,fiend,,level_1,,,2025-08-29 16:02:33
fierce,fierce,,level_1,,,2025-08-29 16:02:33
fierceness,fierceness,,level_1,,,2025-08-29 16:02:34
