word,display_form,part_of_speech,frequency_rank,source
characterize,characterize,v,,sesamewords_leveled_list_with_mnemonics.csv
charity,charity,n,,sesamewords_leveled_list_with_mnemonics.csv
charter,charter,n,,sesamewords_leveled_list_with_mnemonics.csv
cheer,cheer,n,,sesamewords_leveled_list_with_mnemonics.csv
chronic,chronic,adj,,sesamewords_leveled_list_with_mnemonics.csv
chronicle,chronicle,v,,sesamewords_leveled_list_with_mnemonics.csv
circumstance,circumstance,n,,sesamewords_leveled_list_with_mnemonics.csv
cite,cite,v,,sesamewords_leveled_list_with_mnemonics.csv
clarify,clarify,v,,sesamewords_leveled_list_with_mnemonics.csv
clarity,clarity,n,,sesamewords_leveled_list_with_mnemonics.csv
classification,classification,n,,sesamewords_leveled_list_with_mnemonics.csv
classify,classify,v,,sesamewords_leveled_list_with_mnemonics.csv
clause,clause,n,,sesamewords_leveled_list_with_mnemonics.csv
climate,climate,n,,sesamewords_leveled_list_with_mnemonics.csv
climb,climb,v,,sesamewords_leveled_list_with_mnemonics.csv
cloud,cloud,n,,sesamewords_leveled_list_with_mnemonics.csv
cluster,cluster,n,,sesamewords_leveled_list_with_mnemonics.csv
coalition,coalition,n,,sesamewords_leveled_list_with_mnemonics.csv
cognitive,cognitive,adj,,sesamewords_leveled_list_with_mnemonics.csv
collaborative,collaborative,adj,,sesamewords_leveled_list_with_mnemonics.csv
collapse,collapse,v,,sesamewords_leveled_list_with_mnemonics.csv
colleague,colleague,n,,sesamewords_leveled_list_with_mnemonics.csv
collective,collective,adj,,sesamewords_leveled_list_with_mnemonics.csv
colonial,colonial,adj,,sesamewords_leveled_list_with_mnemonics.csv
combat,combat,n,,sesamewords_leveled_list_with_mnemonics.csv
comfortable,comfortable,adj,,sesamewords_leveled_list_with_mnemonics.csv
commence,commence,v,,sesamewords_leveled_list_with_mnemonics.csv
commodity,commodity,n,,sesamewords_leveled_list_with_mnemonics.csv
communicate,communicate,v,,sesamewords_leveled_list_with_mnemonics.csv
companion,companion,n,,sesamewords_leveled_list_with_mnemonics.csv
comparable,comparable,adj,,sesamewords_leveled_list_with_mnemonics.csv
comparative,comparative,adj,,sesamewords_leveled_list_with_mnemonics.csv
compensation,compensation,n,,sesamewords_leveled_list_with_mnemonics.csv
compete,compete,v,,sesamewords_leveled_list_with_mnemonics.csv
complement,complement,n,,sesamewords_leveled_list_with_mnemonics.csv
complexity,complexity,n,,sesamewords_leveled_list_with_mnemonics.csv
compliant,compliant,adj,,sesamewords_leveled_list_with_mnemonics.csv
complicate,complicate,v,,sesamewords_leveled_list_with_mnemonics.csv
complication,complication,n,,sesamewords_leveled_list_with_mnemonics.csv
comply,comply,v,,sesamewords_leveled_list_with_mnemonics.csv
compose,compose,v,,sesamewords_leveled_list_with_mnemonics.csv
composite,composite,n,,sesamewords_leveled_list_with_mnemonics.csv
compound,compound,v,,sesamewords_leveled_list_with_mnemonics.csv
compress,compress,v,,sesamewords_leveled_list_with_mnemonics.csv
compression,compression,n,,sesamewords_leveled_list_with_mnemonics.csv
comprise,comprise,v,,sesamewords_leveled_list_with_mnemonics.csv
compromise,compromise,n,,sesamewords_leveled_list_with_mnemonics.csv
concentrate,concentrate,v,,sesamewords_leveled_list_with_mnemonics.csv
concentration,concentration,n,,sesamewords_leveled_list_with_mnemonics.csv
conclude,conclude,v,,sesamewords_leveled_list_with_mnemonics.csv
concrete,concrete,n,,sesamewords_leveled_list_with_mnemonics.csv
confident,confident,adj,,sesamewords_leveled_list_with_mnemonics.csv
confidential,confidential,adj,,sesamewords_leveled_list_with_mnemonics.csv
conform,conform,v,,sesamewords_leveled_list_with_mnemonics.csv
confuse,confuse,v,,sesamewords_leveled_list_with_mnemonics.csv
confusion,confusion,n,,sesamewords_leveled_list_with_mnemonics.csv
congressional,congressional,adj,,sesamewords_leveled_list_with_mnemonics.csv
conjunction,conjunction,n,,sesamewords_leveled_list_with_mnemonics.csv
consecutive,consecutive,adj,,sesamewords_leveled_list_with_mnemonics.csv
consensus,consensus,n,,sesamewords_leveled_list_with_mnemonics.csv
consent,consent,n,,sesamewords_leveled_list_with_mnemonics.csv
consequence,consequence,n,,sesamewords_leveled_list_with_mnemonics.csv
consequent,consequent,adj,,sesamewords_leveled_list_with_mnemonics.csv
conservation,conservation,n,,sesamewords_leveled_list_with_mnemonics.csv
conservative,conservative,adj,,sesamewords_leveled_list_with_mnemonics.csv
considerable,considerable,adj,,sesamewords_leveled_list_with_mnemonics.csv
console,console,v,,sesamewords_leveled_list_with_mnemonics.csv
consolidate,consolidate,v,,sesamewords_leveled_list_with_mnemonics.csv
consolidation,consolidation,n,,sesamewords_leveled_list_with_mnemonics.csv
constraint,constraint,n,,sesamewords_leveled_list_with_mnemonics.csv
construct,construct,v,,sesamewords_leveled_list_with_mnemonics.csv
consultation,consultation,n,,sesamewords_leveled_list_with_mnemonics.csv
consume,consume,v,,sesamewords_leveled_list_with_mnemonics.csv
consumption,consumption,n,,sesamewords_leveled_list_with_mnemonics.csv
continental,continental,adj,,sesamewords_leveled_list_with_mnemonics.csv
continual,continual,adj,,sesamewords_leveled_list_with_mnemonics.csv
contrary,contrary,adj,,sesamewords_leveled_list_with_mnemonics.csv
contrast,contrast,n,,sesamewords_leveled_list_with_mnemonics.csv
convenience,convenience,n,,sesamewords_leveled_list_with_mnemonics.csv
convenient,convenient,adj,,sesamewords_leveled_list_with_mnemonics.csv
conventional,conventional,adj,,sesamewords_leveled_list_with_mnemonics.csv
conviction,conviction,n,,sesamewords_leveled_list_with_mnemonics.csv
convince,convince,v,,sesamewords_leveled_list_with_mnemonics.csv
cooperative,cooperative,adj,,sesamewords_leveled_list_with_mnemonics.csv
coordinate,coordinate,v,,sesamewords_leveled_list_with_mnemonics.csv
cope,cope,v,,sesamewords_leveled_list_with_mnemonics.csv
correlation,correlation,n,,sesamewords_leveled_list_with_mnemonics.csv
corruption,corruption,n,,sesamewords_leveled_list_with_mnemonics.csv
cosmetic,cosmetic,n,,sesamewords_leveled_list_with_mnemonics.csv
courier,courier,n,,sesamewords_leveled_list_with_mnemonics.csv
credible,credible,adj,,sesamewords_leveled_list_with_mnemonics.csv
crest,crest,n,,sesamewords_leveled_list_with_mnemonics.csv
crisis,crisis,n,,sesamewords_leveled_list_with_mnemonics.csv
critic,critic,n,,sesamewords_leveled_list_with_mnemonics.csv
criticism,criticism,n,,sesamewords_leveled_list_with_mnemonics.csv
crucial,crucial,adj,,sesamewords_leveled_list_with_mnemonics.csv
cue,cue,v,,sesamewords_leveled_list_with_mnemonics.csv
cuisine,cuisine,n,,sesamewords_leveled_list_with_mnemonics.csv
cumulative,cumulative,adj,,sesamewords_leveled_list_with_mnemonics.csv
cure,cure,v,,sesamewords_leveled_list_with_mnemonics.csv
curious,curious,adj,,sesamewords_leveled_list_with_mnemonics.csv
custody,custody,n,,sesamewords_leveled_list_with_mnemonics.csv
dangerous,dangerous,adj,,sesamewords_leveled_list_with_mnemonics.csv
debut,debut,n,,sesamewords_leveled_list_with_mnemonics.csv
decade,decade,n,,sesamewords_leveled_list_with_mnemonics.csv
declaration,declaration,n,,sesamewords_leveled_list_with_mnemonics.csv
decline,decline,v,,sesamewords_leveled_list_with_mnemonics.csv
decorative,decorative,adj,,sesamewords_leveled_list_with_mnemonics.csv
defect,defect,n,,sesamewords_leveled_list_with_mnemonics.csv
defend,defend,v,,sesamewords_leveled_list_with_mnemonics.csv
defer,defer,v,,sesamewords_leveled_list_with_mnemonics.csv
deficit,deficit,n,,sesamewords_leveled_list_with_mnemonics.csv
definite,definite,adj,,sesamewords_leveled_list_with_mnemonics.csv
delegate,delegate,v,,sesamewords_leveled_list_with_mnemonics.csv
demographic,demographic,n,,sesamewords_leveled_list_with_mnemonics.csv
demonstration,demonstration,n,,sesamewords_leveled_list_with_mnemonics.csv
denial,denial,n,,sesamewords_leveled_list_with_mnemonics.csv
denote,denote,v,,sesamewords_leveled_list_with_mnemonics.csv
density,density,n,,sesamewords_leveled_list_with_mnemonics.csv
deny,deny,v,,sesamewords_leveled_list_with_mnemonics.csv
depart,depart,v,,sesamewords_leveled_list_with_mnemonics.csv
departure,departure,n,,sesamewords_leveled_list_with_mnemonics.csv
dependent,dependent,adj,,sesamewords_leveled_list_with_mnemonics.csv
depict,depict,v,,sesamewords_leveled_list_with_mnemonics.csv
deploy,deploy,v,,sesamewords_leveled_list_with_mnemonics.csv
derivative,derivative,n,,sesamewords_leveled_list_with_mnemonics.csv
derive,derive,v,,sesamewords_leveled_list_with_mnemonics.csv
descend,descend,v,,sesamewords_leveled_list_with_mnemonics.csv
desert,desert,v,,sesamewords_leveled_list_with_mnemonics.csv
deserve,deserve,v,,sesamewords_leveled_list_with_mnemonics.csv
desperate,desperate,adj,,sesamewords_leveled_list_with_mnemonics.csv
destroy,destroy,v,,sesamewords_leveled_list_with_mnemonics.csv
destruction,destruction,n,,sesamewords_leveled_list_with_mnemonics.csv
detect,detect,v,,sesamewords_leveled_list_with_mnemonics.csv
determination,determination,n,,sesamewords_leveled_list_with_mnemonics.csv
deviation,deviation,n,,sesamewords_leveled_list_with_mnemonics.csv
devote,devote,v,,sesamewords_leveled_list_with_mnemonics.csv
diagnosis,diagnosis,n,,sesamewords_leveled_list_with_mnemonics.csv
dialogue,dialogue,n,,sesamewords_leveled_list_with_mnemonics.csv
differ,differ,v,,sesamewords_leveled_list_with_mnemonics.csv
difficulty,difficulty,n,,sesamewords_leveled_list_with_mnemonics.csv
digest,digest,v,,sesamewords_leveled_list_with_mnemonics.csv
disadvantage,disadvantage,n,,sesamewords_leveled_list_with_mnemonics.csv
disappear,disappear,v,,sesamewords_leveled_list_with_mnemonics.csv
disappoint,disappoint,v,,sesamewords_leveled_list_with_mnemonics.csv
discharge,discharge,n,,sesamewords_leveled_list_with_mnemonics.csv
discipline,discipline,v,,sesamewords_leveled_list_with_mnemonics.csv
disclose,disclose,v,,sesamewords_leveled_list_with_mnemonics.csv
disclosure,disclosure,n,,sesamewords_leveled_list_with_mnemonics.csv
discretion,discretion,n,,sesamewords_leveled_list_with_mnemonics.csv
dismiss,dismiss,v,,sesamewords_leveled_list_with_mnemonics.csv
dispatch,dispatch,v,,sesamewords_leveled_list_with_mnemonics.csv
dispute,dispute,v,,sesamewords_leveled_list_with_mnemonics.csv
distinct,distinct,adj,,sesamewords_leveled_list_with_mnemonics.csv
distinction,distinction,n,,sesamewords_leveled_list_with_mnemonics.csv
distinguish,distinguish,v,,sesamewords_leveled_list_with_mnemonics.csv
disturb,disturb,v,,sesamewords_leveled_list_with_mnemonics.csv
diverse,diverse,adj,,sesamewords_leveled_list_with_mnemonics.csv
diversity,diversity,n,,sesamewords_leveled_list_with_mnemonics.csv
dividend,dividend,n,,sesamewords_leveled_list_with_mnemonics.csv
divine,divine,adj,,sesamewords_leveled_list_with_mnemonics.csv
doctrine,doctrine,n,,sesamewords_leveled_list_with_mnemonics.csv
dominant,dominant,adj,,sesamewords_leveled_list_with_mnemonics.csv
dominate,dominate,v,,sesamewords_leveled_list_with_mnemonics.csv
drain,drain,v,,sesamewords_leveled_list_with_mnemonics.csv
drama,drama,n,,sesamewords_leveled_list_with_mnemonics.csv
dramatic,dramatic,adj,,sesamewords_leveled_list_with_mnemonics.csv
duplicate,duplicate,v,,sesamewords_leveled_list_with_mnemonics.csv
durable,durable,adj,,sesamewords_leveled_list_with_mnemonics.csv
duration,duration,n,,sesamewords_leveled_list_with_mnemonics.csv
ease,ease,v,,sesamewords_leveled_list_with_mnemonics.csv
eclipse,eclipse,n,,sesamewords_leveled_list_with_mnemonics.csv
ecological,ecological,adj,,sesamewords_leveled_list_with_mnemonics.csv
ecology,ecology,n,,sesamewords_leveled_list_with_mnemonics.csv
economical,economical,adj,,sesamewords_leveled_list_with_mnemonics.csv
efficiency,efficiency,n,,sesamewords_leveled_list_with_mnemonics.csv
elect,elect,v,,sesamewords_leveled_list_with_mnemonics.csv
elegant,elegant,adj,,sesamewords_leveled_list_with_mnemonics.csv
elementary,elementary,adj,,sesamewords_leveled_list_with_mnemonics.csv
eliminate,eliminate,v,,sesamewords_leveled_list_with_mnemonics.csv
elite,elite,n,,sesamewords_leveled_list_with_mnemonics.csv
embed,embed,v,,sesamewords_leveled_list_with_mnemonics.csv
embrace,embrace,v,,sesamewords_leveled_list_with_mnemonics.csv
emerge,emerge,v,,sesamewords_leveled_list_with_mnemonics.csv
emotional,emotional,adj,,sesamewords_leveled_list_with_mnemonics.csv
emphasis,emphasis,n,,sesamewords_leveled_list_with_mnemonics.csv
emphasize,emphasize,v,,sesamewords_leveled_list_with_mnemonics.csv
enact,enact,v,,sesamewords_leveled_list_with_mnemonics.csv
encounter,encounter,v,,sesamewords_leveled_list_with_mnemonics.csv
endeavor,endeavor,n,,sesamewords_leveled_list_with_mnemonics.csv
endorse,endorse,v,,sesamewords_leveled_list_with_mnemonics.csv
endorsement,endorsement,n,,sesamewords_leveled_list_with_mnemonics.csv
enemy,enemy,n,,sesamewords_leveled_list_with_mnemonics.csv
enormous,enormous,adj,,sesamewords_leveled_list_with_mnemonics.csv
enroll,enroll,v,,sesamewords_leveled_list_with_mnemonics.csv
entertain,entertain,v,,sesamewords_leveled_list_with_mnemonics.csv
entrepreneur,entrepreneur,n,,sesamewords_leveled_list_with_mnemonics.csv
envelope,envelope,n,,sesamewords_leveled_list_with_mnemonics.csv
epic,epic,n,,sesamewords_leveled_list_with_mnemonics.csv
equip,equip,v,,sesamewords_leveled_list_with_mnemonics.csv
era,era,n,,sesamewords_leveled_list_with_mnemonics.csv
erotic,erotic,adj,,sesamewords_leveled_list_with_mnemonics.csv
escape,escape,v,,sesamewords_leveled_list_with_mnemonics.csv
escort,escort,v,,sesamewords_leveled_list_with_mnemonics.csv
essay,essay,n,,sesamewords_leveled_list_with_mnemonics.csv
essence,essence,n,,sesamewords_leveled_list_with_mnemonics.csv
establishment,establishment,n,,sesamewords_leveled_list_with_mnemonics.csv
ethic,ethic,n,,sesamewords_leveled_list_with_mnemonics.csv
ethical,ethical,adj,,sesamewords_leveled_list_with_mnemonics.csv
ethnic,ethnic,adj,,sesamewords_leveled_list_with_mnemonics.csv
eventual,eventual,adj,,sesamewords_leveled_list_with_mnemonics.csv
evolution,evolution,n,,sesamewords_leveled_list_with_mnemonics.csv
evolve,evolve,v,,sesamewords_leveled_list_with_mnemonics.csv
excel,excel,v,,sesamewords_leveled_list_with_mnemonics.csv
exceptional,exceptional,adj,,sesamewords_leveled_list_with_mnemonics.csv
excerpt,excerpt,v,,sesamewords_leveled_list_with_mnemonics.csv
excess,excess,n,,sesamewords_leveled_list_with_mnemonics.csv
excessive,excessive,adj,,sesamewords_leveled_list_with_mnemonics.csv
exempt,exempt,adj,,sesamewords_leveled_list_with_mnemonics.csv
exhaust,exhaust,v,,sesamewords_leveled_list_with_mnemonics.csv
exotic,exotic,adj,,sesamewords_leveled_list_with_mnemonics.csv
expansion,expansion,n,,sesamewords_leveled_list_with_mnemonics.csv
expedition,expedition,n,,sesamewords_leveled_list_with_mnemonics.csv
expensive,expensive,adj,,sesamewords_leveled_list_with_mnemonics.csv
experimental,experimental,adj,,sesamewords_leveled_list_with_mnemonics.csv
expire,expire,v,,sesamewords_leveled_list_with_mnemonics.csv
explicit,explicit,adj,,sesamewords_leveled_list_with_mnemonics.csv
exploit,exploit,v,,sesamewords_leveled_list_with_mnemonics.csv
exploration,exploration,n,,sesamewords_leveled_list_with_mnemonics.csv
expose,expose,v,,sesamewords_leveled_list_with_mnemonics.csv
extensive,extensive,adj,,sesamewords_leveled_list_with_mnemonics.csv
extraordinary,extraordinary,adj,,sesamewords_leveled_list_with_mnemonics.csv
facilitate,facilitate,v,,sesamewords_leveled_list_with_mnemonics.csv
fame,fame,n,,sesamewords_leveled_list_with_mnemonics.csv
familiar,familiar,adj,,sesamewords_leveled_list_with_mnemonics.csv
fanciful,fanciful,,,sesamewords_leveled_list_with_mnemonics.csv
fancy,fancy,v,,sesamewords_leveled_list_with_mnemonics.csv
fantastic,fantastic,adj,,sesamewords_leveled_list_with_mnemonics.csv
fare,fare,n,,sesamewords_leveled_list_with_mnemonics.csv
fascinate,fascinate,v,,sesamewords_leveled_list_with_mnemonics.csv
fatal,fatal,adj,,sesamewords_leveled_list_with_mnemonics.csv
fault,fault,n,,sesamewords_leveled_list_with_mnemonics.csv
feasible,feasible,adj,,sesamewords_leveled_list_with_mnemonics.csv
ferry,ferry,v,,sesamewords_leveled_list_with_mnemonics.csv
fiber,fiber,n,,sesamewords_leveled_list_with_mnemonics.csv
finite,finite,adj,,sesamewords_leveled_list_with_mnemonics.csv
fiscal,fiscal,adj,,sesamewords_leveled_list_with_mnemonics.csv
flavor,flavor,n,,sesamewords_leveled_list_with_mnemonics.csv
flaw,flaw,n,,sesamewords_leveled_list_with_mnemonics.csv
flood,flood,v,,sesamewords_leveled_list_with_mnemonics.csv
flux,flux,n,,sesamewords_leveled_list_with_mnemonics.csv
fossil,fossil,n,,sesamewords_leveled_list_with_mnemonics.csv
foster,foster,v,,sesamewords_leveled_list_with_mnemonics.csv
founder,founder,n,,sesamewords_leveled_list_with_mnemonics.csv
fragment,fragment,n,,sesamewords_leveled_list_with_mnemonics.csv
franchise,franchise,n,,sesamewords_leveled_list_with_mnemonics.csv
fraud,fraud,n,,sesamewords_leveled_list_with_mnemonics.csv
freeze,freeze,v,,sesamewords_leveled_list_with_mnemonics.csv
frontier,frontier,n,,sesamewords_leveled_list_with_mnemonics.csv
fundamental,fundamental,adj,,sesamewords_leveled_list_with_mnemonics.csv
furnish,furnish,v,,sesamewords_leveled_list_with_mnemonics.csv
furthermore,furthermore,adv,,sesamewords_leveled_list_with_mnemonics.csv
fusion,fusion,n,,sesamewords_leveled_list_with_mnemonics.csv
gather,gather,v,,sesamewords_leveled_list_with_mnemonics.csv
genealogy,genealogy,,,sesamewords_leveled_list_with_mnemonics.csv
generous,generous,adj,,sesamewords_leveled_list_with_mnemonics.csv
genesis,genesis,n,,sesamewords_leveled_list_with_mnemonics.csv
genius,genius,n,,sesamewords_leveled_list_with_mnemonics.csv
genuine,genuine,adj,,sesamewords_leveled_list_with_mnemonics.csv
globe,globe,n,,sesamewords_leveled_list_with_mnemonics.csv
gnome,gnome,n,,sesamewords_leveled_list_with_mnemonics.csv
gourmet,gourmet,n,,sesamewords_leveled_list_with_mnemonics.csv
govern,govern,v,,sesamewords_leveled_list_with_mnemonics.csv
grace,grace,n,,sesamewords_leveled_list_with_mnemonics.csv
graceless,graceless,,,sesamewords_leveled_list_with_mnemonics.csv
gradual,gradual,adj,,sesamewords_leveled_list_with_mnemonics.csv
gravity,gravity,n,,sesamewords_leveled_list_with_mnemonics.csv
grill,grill,n,,sesamewords_leveled_list_with_mnemonics.csv
grip,grip,v,,sesamewords_leveled_list_with_mnemonics.csv
guardian,guardian,n,,sesamewords_leveled_list_with_mnemonics.csv
guidance,guidance,n,,sesamewords_leveled_list_with_mnemonics.csv
habitat,habitat,n,,sesamewords_leveled_list_with_mnemonics.csv
harm,harm,n,,sesamewords_leveled_list_with_mnemonics.csv
harmful,harmful,,,sesamewords_leveled_list_with_mnemonics.csv
harmony,harmony,n,,sesamewords_leveled_list_with_mnemonics.csv
harvest,harvest,v,,sesamewords_leveled_list_with_mnemonics.csv
haven,haven,n,,sesamewords_leveled_list_with_mnemonics.csv
hazard,hazard,n,,sesamewords_leveled_list_with_mnemonics.csv
hazardous,hazardous,adj,,sesamewords_leveled_list_with_mnemonics.csv
hence,hence,adv,,sesamewords_leveled_list_with_mnemonics.csv
heritage,heritage,n,,sesamewords_leveled_list_with_mnemonics.csv
hierarchy,hierarchy,n,,sesamewords_leveled_list_with_mnemonics.csv
hint,hint,v,,sesamewords_leveled_list_with_mnemonics.csv
honest,honest,adj,,sesamewords_leveled_list_with_mnemonics.csv
hospitality,hospitality,n,,sesamewords_leveled_list_with_mnemonics.csv
husband,husband,,,sesamewords_leveled_list_with_mnemonics.csv
hybrid,hybrid,n,,sesamewords_leveled_list_with_mnemonics.csv
hypothesis,hypothesis,n,,sesamewords_leveled_list_with_mnemonics.csv
identical,identical,adj,,sesamewords_leveled_list_with_mnemonics.csv
idle,idle,adj,,sesamewords_leveled_list_with_mnemonics.csv
illustrate,illustrate,v,,sesamewords_leveled_list_with_mnemonics.csv
imagine,imagine,v,,sesamewords_leveled_list_with_mnemonics.csv
immigrant,immigrant,n,,sesamewords_leveled_list_with_mnemonics.csv
immune,immune,n,,sesamewords_leveled_list_with_mnemonics.csv
