word,display_form,part_of_speech,difficulty,frequency_rank
amaze,amaze,,level_1,
amazement,amazement,,level_1,
amazing,amazing,,level_1,
ambage,ambage,,level_1,
ambivalency,ambivalency,,level_1,
ambo,ambo,,level_1,
ambuscade,ambuscade,,level_1,
ambush,ambush,,level_1,
amend,amend,,level_1,
amends,amends,,level_1,
amiable,amiable,,level_1,
ammunition,ammunition,,level_1,
amount,amount,,level_1,
amount of money,amount of money,,level_1,
amour,amour,,level_1,
amour propre,amour propre,,level_1,
ample,ample,,level_1,
amplification,amplification,,level_1,
amusement,amusement,,level_1,
amusing,amusing,,level_1,
anachronic,anachronic,,level_1,
anachronous,anachronous,,level_1,
anaemia,anaemia,,level_1,
analysis,analysis,,level_1,
ancestor,ancestor,,level_1,
ancient,ancient,,level_1,
anecdotist,anecdotist,,level_1,
animadversion,animadversion,,level_1,
animal,animal,,level_1,
annihilate,annihilate,,level_1,
announce,announce,,level_1,
annoy,annoy,,level_1,
annoyance,annoyance,,level_1,
annul,annul,,level_1,
annunciate,annunciate,,level_1,
anomalousness,anomalousness,,level_1,
anonym,anonym,,level_1,
antagonise,antagonise,,level_1,
antagonist,antagonist,,level_1,
antecede,antecede,,level_1,
antechamber,antechamber,,level_1,
antedate,antedate,,level_1,
antediluvian,antediluvian,,level_1,
antediluvian patriarch,antediluvian patriarch,,level_1,
anteroom,anteroom,,level_1,
anthropophagite,anthropophagite,,level_1,
anthropophagus,anthropophagus,,level_1,
anti-intellectual,anti-intellectual,,level_1,
antic,antic,,level_1,
anticipate,anticipate,,level_1,
anticipation,anticipation,,level_1,
antipathetic,antipathetic,,level_1,
antipathetical,antipathetical,,level_1,
antipathy,antipathy,,level_1,
antiquated,antiquated,,level_1,
anxiousness,anxiousness,,level_1,
apart,apart,,level_1,
apartness,apartness,,level_1,
apathetic,apathetic,,level_1,
ape,ape,,level_1,
aperient,aperient,,level_1,
apocalyptical,apocalyptical,,level_1,
apologise,apologise,,level_1,
apologue,apologue,,level_1,
apophthegm,apophthegm,,level_1,
apothegm,apothegm,,level_1,
appal,appal,,level_1,
appall,appall,,level_1,
appalled,appalled,,level_1,
apparel,apparel,,level_1,
appear,appear,,level_1,
appendage,appendage,,level_1,
applaudable,applaudable,,level_1,
applauder,applauder,,level_1,
apply,apply,,level_1,
apportion,apportion,,level_1,
apportioning,apportioning,,level_1,
apposition,apposition,,level_1,
apprehend,apprehend,,level_1,
apprehensible,apprehensible,,level_1,
apprehensiveness,apprehensiveness,,level_1,
apprize,apprize,,level_1,
approval,approval,,level_1,
approve,approve,,level_1,
appurtenant,appurtenant,,level_1,
apt,apt,,level_1,
arbitrariness,arbitrariness,,level_1,
arbitrate,arbitrate,,level_1,
arbor,arbor,,level_1,
arborary,arborary,,level_1,
arborical,arborical,,level_1,
arborous,arborous,,level_1,
arbour,arbour,,level_1,
arcadian,arcadian,,level_1,
arch,arch,,level_1,
archpriest,archpriest,,level_1,
ardor,ardor,,level_1,
ardour,ardour,,level_1,
area,area,,level_1,
arena,arena,,level_1,
argot,argot,,level_1,
arguing,arguing,,level_1,
argument,argument,,level_1,
argus-eyed,argus-eyed,,level_1,
arise,arise,,level_1,
aristocracy,aristocracy,,level_1,
armed combat,armed combat,,level_1,
armistice,armistice,,level_1,
armory,armory,,level_1,
armoury,armoury,,level_1,
aroma,aroma,,level_1,
aromatic; suggestive,aromatic; suggestive,,level_1,
around the bend,around the bend,,level_1,
arouse,arouse,,level_1,
arrested development,arrested development,,level_1,
arrogate,arrogate,,level_1,
art,art,,level_1,
artefact,artefact,,level_1,
artful,artful,,level_1,
article of faith,article of faith,,level_1,
artificer,artificer,,level_1,
artless,artless,,level_1,
artlessness,artlessness,,level_1,
as yet,as yet,,level_1,
ascendent,ascendent,,level_1,
ascertain,ascertain,,level_1,
asceticism,asceticism,,level_1,
ascription,ascription,,level_1,
ashen,ashen,,level_1,
aside,aside,,level_1,
asinine,asinine,,level_1,
ask,ask,,level_1,
aspect,aspect,,level_1,
asperity,asperity,,level_1,
asperse,asperse,,level_1,
asphyxiate,asphyxiate,,level_1,
aspiration,aspiration,,level_1,
ass-kisser,ass-kisser,,level_1,
assault,assault,,level_1,
assemblage,assemblage,,level_1,
asseverate,asseverate,,level_1,
assign,assign,,level_1,
assignation,assignation,,level_1,
assignment,assignment,,level_1,
associate,associate,,level_1,
association,association,,level_1,
assoil,assoil,,level_1,
assort,assort,,level_1,
assorted,assorted,,level_1,
assortment,assortment,,level_1,
assuage,assuage,,level_1,
assume,assume,,level_1,
assumed name,assumed name,,level_1,
assuming,assuming,,level_1,
assumptive,assumptive,,level_1,
assuredness,assuredness,,level_1,
astonish,astonish,,level_1,
astringent,astringent,,level_1,
astuteness,astuteness,,level_1,
at hand,at hand,,level_1,
atavist,atavist,,level_1,
atom,atom,,level_1,
atrociousness,atrociousness,,level_1,
attach,attach,,level_1,
attach to,attach to,,level_1,
attachment,attachment,,level_1,
attack,attack,,level_1,
attaint,attaint,,level_1,
attempt,attempt,,level_1,
attendant,attendant,,level_1,
attest,attest,,level_1,
attract,attract,,level_1,
attractiveness,attractiveness,,level_1,
attribute,attribute,,level_1,
audacious,audacious,,level_1,
audaciousness,audaciousness,,level_1,
audacity,audacity,,level_1,
audience,audience,,level_1,
augur,augur,,level_1,
aureate,aureate,,level_1,
auspicate,auspicate,,level_1,
austere,austere,,level_1,
authorisation,authorisation,,level_1,
authoritarianism,authoritarianism,,level_1,
authorities,authorities,,level_1,
authority,authority,,level_1,
authorization,authorization,,level_1,
autochthonal,autochthonal,,level_1,
autochthonic,autochthonic,,level_1,
autochthonous,autochthonous,,level_1,
autocrat,autocrat,,level_1,
autocratic,autocratic,,level_1,
automatise,automatise,,level_1,
automatize,automatize,,level_1,
autonomy,autonomy,,level_1,
auxiliary,auxiliary,,level_1,
avariciousness,avariciousness,,level_1,
avaritia,avaritia,,level_1,
avatar,avatar,,level_1,
aver,aver,,level_1,
avoid,avoid,,level_1,
avouchment,avouchment,,level_1,
avowal,avowal,,level_1,
award,award,,level_1,
awareness,awareness,,level_1,
aweary,aweary,,level_1,
awful,awful,,level_1,
awkward,awkward,,level_1,
awkwardness,awkwardness,,level_1,
awry,awry,,level_1,
axiom,axiom,,level_1,
baby,baby,,level_1,
back,back,,level_1,
back-to-back,back-to-back,,level_1,
backbreaking,backbreaking,,level_1,
backchat,backchat,,level_1,
backdown,backdown,,level_1,
backfire,backfire,,level_1,
backing,backing,,level_1,
backup,backup,,level_1,
bad,bad,,level_1,
bad blood,bad blood,,level_1,
bad luck,bad luck,,level_1,
bad-mannered,bad-mannered,,level_1,
bad-tasting,bad-tasting,,level_1,
badgerer,badgerer,,level_1,
badmouth,badmouth,,level_1,
badness,badness,,level_1,
baffle,baffle,,level_1,
baffling,baffling,,level_1,
balance,balance,,level_1,
bald-faced,bald-faced,,level_1,
baleful,baleful,,level_1,
balk,balk,,level_1,
ball up,ball up,,level_1,
banality,banality,,level_1,
baneful,baneful,,level_1,
bangle,bangle,,level_1,
banish,banish,,level_1,
bank,bank,,level_1,
bantam,bantam,,level_1,
barbarian,barbarian,,level_1,
barbarity,barbarity,,level_1,
barbarous,barbarous,,level_1,
barbarousness,barbarousness,,level_1,
barde,barde,,level_1,
bare,bare,,level_1,
barefaced,barefaced,,level_1,
barely,barely,,level_1,
barmy,barmy,,level_1,
baron,baron,,level_1,
baron hugh caswall tremenheere dowding,Baron Hugh Caswall Tremenheere Dowding,,level_1,
barrack,barrack,,level_1,
base,base,,level_1,
basic,basic,,level_1,
bastard,bastard,,level_1,
bastion,bastion,,level_1,
batch,batch,,level_1,
bathetic,bathetic,,level_1,
bats,bats,,level_1,
batter,batter,,level_1,
battle,battle,,level_1,
batty,batty,,level_1,
bauble,bauble,,level_1,
baulk,baulk,,level_1,
bawl out,bawl out,,level_1,
bawling out,bawling out,,level_1,
bay,bay,,level_1,
be amiss,be amiss,,level_1,
be bothered,be bothered,,level_1,
be contingent,be contingent,,level_1,
be eligible for something,be eligible for something,,level_1,
be given,be given,,level_1,
be jealous,be jealous,,level_1,
be on cloud nine,be on cloud nine,,level_1,
be proud,be proud,,level_1,
be unfit,be unfit,,level_1,
beaming,beaming,,level_1,
beamy,beamy,,level_1,
bear,bear,,level_1,
bear on,bear on,,level_1,
bear witness,bear witness,,level_1,
beastly,beastly,,level_1,
beat,beat,,level_1,
beat around the bush,beat around the bush,,level_1,
beat back,beat back,,level_1,
beat out,beat out,,level_1,
beat up,beat up,,level_1,
beatify,beatify,,level_1,
beau,beau,,level_1,
beau ideal,beau ideal,,level_1,
beautify,beautify,,level_1,
because,because,,level_1,
bechance,bechance,,level_1,
becharm,becharm,,level_1,
becoming,becoming,,level_1,
bedazzle,bedazzle,,level_1,
bedevil,bedevil,,level_1,
bedlam,bedlam,,level_1,
bedraggled,bedraggled,,level_1,
bee house,bee house,,level_1,
beef,beef,,level_1,
beef up,beef up,,level_1,
beefy,beefy,,level_1,
befool,befool,,level_1,
befuddle,befuddle,,level_1,
beg,beg,,level_1,
begin,begin,,level_1,
beginner,beginner,,level_1,
begrimed,begrimed,,level_1,
beguile,beguile,,level_1,
behavior,behavior,,level_1,
behaviour,behaviour,,level_1,
being,being,,level_1,
belabour,belabour,,level_1,
beleaguer,beleaguer,,level_1,
beleaguering,beleaguering,,level_1,
belie,belie,,level_1,
believable,believable,,level_1,
believeableness,believeableness,,level_1,
belittle,belittle,,level_1,
belittlement,belittlement,,level_1,
belligerency,belligerency,,level_1,
beloved,beloved,,level_1,
belowground,belowground,,level_1,
bemock,bemock,,level_1,
bench vise,bench vise,,level_1,
bequest,bequest,,level_1,
berate,berate,,level_1,
berceuse,berceuse,,level_1,
berserker,berserker,,level_1,
berth,berth,,level_1,
beset,beset,,level_1,
besiege,besiege,,level_1,
besieging,besieging,,level_1,
besmirch,besmirch,,level_1,
besot,besot,,level_1,
best,best,,level_1,
bestir,bestir,,level_1,
bete noire,bete noire,,level_1,
betide,betide,,level_1,
betoken,betoken,,level_1,
better,better,,level_1,
beverage,beverage,,level_1,
bewail,bewail,,level_1,
bewilder,bewilder,,level_1,
bewitch,bewitch,,level_1,
bewray,bewray,,level_1,
beyond doubt,beyond doubt,,level_1,
bid,bid,,level_1,
bide,bide,,level_1,
biff,biff,,level_1,
big businessman,big businessman,,level_1,
biliary,biliary,,level_1,
bilk,bilk,,level_1,
bill of indictment,bill of indictment,,level_1,
billow,billow,,level_1,
binge,binge,,level_1,
bird sanctuary,bird sanctuary,,level_1,
bird’s-eye,bird’s-eye,,level_1,
birth control,birth control,,level_1,
bit,bit,,level_1,
bit by bit,bit by bit,,level_1,
bitch,bitch,,level_1,
bitter conflict,bitter conflict,,level_1,
bitterness,bitterness,,level_1,
blab,blab,,level_1,
blabber,blabber,,level_1,
black,black,,level_1,
black eye,black eye,,level_1,
blackball,blackball,,level_1,
blackguard,blackguard,,level_1,
blackout,blackout,,level_1,
blah,blah,,level_1,
blamable,blamable,,level_1,
blame,blame,,level_1,
blameable,blameable,,level_1,
blameful,blameful,,level_1,
blameless,blameless,,level_1,
blameworthy,blameworthy,,level_1,
blanched,blanched,,level_1,
blandness,blandness,,level_1,
blare,blare,,level_1,
blaring,blaring,,level_1,
blarney,blarney,,level_1,
blasphemous,blasphemous,,level_1,
blast,blast,,level_1,
blazing,blazing,,level_1,
blemish,blemish,,level_1,
blench,blench,,level_1,
blessing,blessing,,level_1,
blight,blight,,level_1,
blighter,blighter,,level_1,
blind,blind,,level_1,
blissfulness,blissfulness,,level_1,
blister,blister,,level_1,
blistering,blistering,,level_1,
blithely unconcerned,blithely unconcerned,,level_1,
block,block,,level_1,
blockade,blockade,,level_1,
blood,blood,,level_1,
bloodless,bloodless,,level_1,
bloomer,bloomer,,level_1,
blooper,blooper,,level_1,
blossom,blossom,,level_1,
blow,blow,,level_1,
blow up,blow up,,level_1,
blowhard,blowhard,,level_1,
blowout,blowout,,level_1,
blowup,blowup,,level_1,
blue,blue,,level_1,
blunder out,blunder out,,level_1,
blunderer,blunderer,,level_1,
blunt,blunt,,level_1,
blurb,blurb,,level_1,
blurt out,blurt out,,level_1,
bluster,bluster,,level_1,
boaster,boaster,,level_1,
bobble,bobble,,level_1,
bod,bod,,level_1,
bodacious,bodacious,,level_1,
bodge,bodge,,level_1,
boding,boding,,level_1,
body,body,,level_1,
body forth,body forth,,level_1,
boil,boil,,level_1,
boisterous,boisterous,,level_1,
bollix,bollix,,level_1,
bollix up,bollix up,,level_1,
bollocks,bollocks,,level_1,
bollocks up,bollocks up,,level_1,
bolster up,bolster up,,level_1,
bombard,bombard,,level_1,
bombardment,bombardment,,level_1,
bon vivant,bon vivant,,level_1,
bond,bond,,level_1,
boner,boner,,level_1,
bonkers,bonkers,,level_1,
bonus,bonus,,level_1,
bony,bony,,level_1,
boo-boo,boo-boo,,level_1,
booby trap,booby trap,,level_1,
booklet,booklet,,level_1,
bookman,bookman,,level_1,
bookworm,bookworm,,level_1,
booster,booster,,level_1,
boot out,boot out,,level_1,
bootlick,bootlick,,level_1,
bootlicking,bootlicking,,level_1,
border,border,,level_1,
boring,boring,,level_1,
borrowed,borrowed,,level_1,
bossy,bossy,,level_1,
botany,botany,,level_1,
botch,botch,,level_1,
botch up,botch up,,level_1,
botcher,botcher,,level_1,
bother,bother,,level_1,
bottom,bottom,,level_1,
bouldered,bouldered,,level_1,
bouldery,bouldery,,level_1,
bound,bound,,level_1,
bound for,bound for,,level_1,
bourgeon,bourgeon,,level_1,
bovid,bovid,,level_1,
bow,bow,,level_1,
bowdlerise,bowdlerise,,level_1,
bowdlerize,bowdlerize,,level_1,
brabble,brabble,,level_1,
brag,brag,,level_1,
bragger,bragger,,level_1,
brain,brain,,level_1,
brain-teaser,brain-teaser,,level_1,
brainiac,brainiac,,level_1,
brainish,brainish,,level_1,
branch,branch,,level_1,
branching,branching,,level_1,
brand,brand,,level_1,
brassy,brassy,,level_1,
brave,brave,,level_1,
brawniness,brawniness,,level_1,
brazen-faced,brazen-faced,,level_1,
bread and butter,bread and butter,,level_1,
break,break,,level_1,
break loose,break loose,,level_1,
break out,break out,,level_1,
break up,break up,,level_1,
breakability,breakability,,level_1,
breast,breast,,level_1,
breathe,breathe,,level_1,
breed,breed,,level_1,
breeze,breeze,,level_1,
bribable,bribable,,level_1,
brickle,brickle,,level_1,
brickly,brickly,,level_1,
bridal,bridal,,level_1,
brilliance,brilliance,,level_1,
brilliancy,brilliancy,,level_1,
bring,bring,,level_1,
bring around,bring around,,level_1,
bring down,bring down,,level_1,
bring forth,bring forth,,level_1,
bring home the bacon,bring home the bacon,,level_1,
bring on,bring on,,level_1,
bring out,bring out,,level_1,
bring up,bring up,,level_1,
brink,brink,,level_1,
broad,broad,,level_1,
broadcast,broadcast,,level_1,
broadside,broadside,,level_1,
brobdingnagian,Brobdingnagian,,level_1,
broken-down,broken-down,,level_1,
brooding,brooding,,level_1,
broody,broody,,level_1,
brother,brother,,level_1,
brumous,brumous,,level_1,
brush,brush,,level_1,
brush aside,brush aside,,level_1,
brush off,brush off,,level_1,
brusk,brusk,,level_1,
brusque,brusque,,level_1,
brutal,brutal,,level_1,
brute,brute,,level_1,
brutish,brutish,,level_1,
buckle under,buckle under,,level_1,
bucolic,bucolic,,level_1,
buddy,buddy,,level_1,
buff,buff,,level_1,
bug,bug,,level_1,
buggy,buggy,,level_1,
bugology,bugology,,level_1,
build,build,,level_1,
built-in,built-in,,level_1,
buirdly,buirdly,,level_1,
bulge,bulge,,level_1,
bulging,bulging,,level_1,
bullying,bullying,,level_1,
bumble,bumble,,level_1,
bumbler,bumbler,,level_1,
bump,bump,,level_1,
bump off,bump off,,level_1,
bunch,bunch,,level_1,
bundle,bundle,,level_1,
bungle,bungle,,level_1,
buoyant,buoyant,,level_1,
burbling,burbling,,level_1,
burbly,burbly,,level_1,
burdensome,burdensome,,level_1,
bureaucratism,bureaucratism,,level_1,
burgeon forth,burgeon forth,,level_1,
burlesque,burlesque,,level_1,
burn,burn,,level_1,
bury,bury,,level_1,
bushel,bushel,,level_1,
bushwhack,bushwhack,,level_1,
business,business,,level_1,
business leader,business leader,,level_1,
businessperson,businessperson,,level_1,
bust,bust,,level_1,
bustle about,bustle about,,level_1,
busy,busy,,level_1,
busybodied,busybodied,,level_1,
butcher,butcher,,level_1,
butchery,butchery,,level_1,
butt,butt,,level_1,
butt against,butt against,,level_1,
butt on,butt on,,level_1,
buttery,buttery,,level_1,
buy the farm,buy the farm,,level_1,
buzz,buzz,,level_1,
buzzword,buzzword,,level_1,
by-product,by-product,,level_1,
byword,byword,,level_1,
cabal,cabal,,level_1,
cabbage,cabbage,,level_1,
cache,cache,,level_1,
cacophonic,cacophonic,,level_1,
cacophony,cacophony,,level_1,
cadaverous,cadaverous,,level_1,
caesarism,Caesarism,,level_1,
cagey,cagey,,level_1,
cagy,cagy,,level_1,
cajole,cajole,,level_1,
calamity,calamity,,level_1,
calculated,calculated,,level_1,
calibre,calibre,,level_1,
calk,calk,,level_1,
call,call,,level_1,
call back,call back,,level_1,
call down,call down,,level_1,
call for,call for,,level_1,
call forth,call forth,,level_1,
call on the carpet,call on the carpet,,level_1,
call out,call out,,level_1,
call up,call up,,level_1,
calling,calling,,level_1,
calm,calm,,level_1,
calmness,calmness,,level_1,
caloric,caloric,,level_1,
calumniate,calumniate,,level_1,
calumniation,calumniation,,level_1,
camarilla,camarilla,,level_1,
camp,camp,,level_1,
candent,candent,,level_1,
candidness,candidness,,level_1,
candour,candour,,level_1,
canine tooth,canine tooth,,level_1,
canny,canny,,level_1,
canon,canon,,level_1,
cantonment,cantonment,,level_1,
canvas,canvas,,level_1,
caparison,caparison,,level_1,
capital of new hampshire,capital of New Hampshire,,level_1,
capitalist economy,capitalist economy,,level_1,
capricious,capricious,,level_1,
capriciousness,capriciousness,,level_1,
captivation,captivation,,level_1,
captive,captive,,level_1,
capture,capture,,level_1,
carcase,carcase,,level_1,
cardinal,cardinal,,level_1,
care for,care for,,level_1,
careen,careen,,level_1,
career,career,,level_1,
carefree,carefree,,level_1,
careful,careful,,level_1,
carefulness,carefulness,,level_1,
careless,careless,,level_1,
carelessness,carelessness,,level_1,
careworn,careworn,,level_1,
cark,cark,,level_1,
carnal,carnal,,level_1,
carry,carry,,level_1,
carry off,carry off,,level_1,
carry on,carry on,,level_1,
carry out,carry out,,level_1,
carry through,carry through,,level_1,
carve,carve,,level_1,
cascade down,cascade down,,level_1,
case in point,case in point,,level_1,
cash in one’s chips,cash in one’s chips,,level_1,
caskful,caskful,,level_1,
cast,cast,,level_1,
cast aside,cast aside,,level_1,
cast away,cast away,,level_1,
cast down,cast down,,level_1,
cast out,cast out,,level_1,
castaway,castaway,,level_1,
castigate,castigate,,level_1,
castle in spain,castle in Spain,,level_1,
castle in the air,castle in the air,,level_1,
castrate,castrate,,level_1,
casually,casually,,level_1,
cataclysm,cataclysm,,level_1,
catch,catch,,level_1,
catching,catching,,level_1,
categoric,categoric,,level_1,
categorisation,categorisation,,level_1,
categorise,categorise,,level_1,
categorization,categorization,,level_1,
categorize,categorize,,level_1,
catholicity,catholicity,,level_1,
causal factor,causal factor,,level_1,
cause,cause,,level_1,
causeless,causeless,,level_1,
caustic,caustic,,level_1,
caustic remark,caustic remark,,level_1,
cave in,cave in,,level_1,
cavil,cavil,,level_1,
cavort,cavort,,level_1,
cease-fire,cease-fire,,level_1,
ceaseless,ceaseless,,level_1,
ceding,ceding,,level_1,
celebrated,celebrated,,level_1,
celebrity,celebrity,,level_1,
cell,cell,,level_1,
cellular respiration,cellular respiration,,level_1,
censor,censor,,level_1,
censurable,censurable,,level_1,
center,center,,level_1,
central,central,,level_1,
centre,centre,,level_1,
centripetal,centripetal,,level_1,
certify,certify,,level_1,
chafe,chafe,,level_1,
chaffer,chaffer,,level_1,
chagrin,chagrin,,level_1,
challenge,challenge,,level_1,
challenging,challenging,,level_1,
champ,champ,,level_1,
championship,championship,,level_1,
chance,chance,,level_1,
change,change,,level_1,
change belief,change belief,,level_1,
change by reversal,change by reversal,,level_1,
changeable,changeable,,level_1,
changeless,changeless,,level_1,
channelise,channelise,,level_1,
channelize,channelize,,level_1,
chant,chant,,level_1,
chap,chap,,level_1,
chaperone,chaperone,,level_1,
character,character,,level_1,
characterise,characterise,,level_1,
characterless,characterless,,level_1,
charade,charade,,level_1,
charitable woman,charitable woman,,level_1,
charm,charm,,level_1,
chartless,chartless,,level_1,
chase away,chase away,,level_1,
chasten,chasten,,level_1,
chatter,chatter,,level_1,
chatty,chatty,,level_1,
cheap,cheap,,level_1,
cheat,cheat,,level_1,
check,check,,level_1,
cheekiness,cheekiness,,level_1,
chemistry,chemistry,,level_1,
cherished,cherished,,level_1,
chesty,chesty,,level_1,
chevvy,chevvy,,level_1,
chevy,chevy,,level_1,
chew out,chew out,,level_1,
chew over,chew over,,level_1,
chew up,chew up,,level_1,
chewing out,chewing out,,level_1,
chicane,chicane,,level_1,
chide,chide,,level_1,
childbirth,childbirth,,level_1,
chimeral,chimeral,,level_1,
chimeric,chimeric,,level_1,
chip,chip,,level_1,
chirography,chirography,,level_1,
chiseler,chiseler,,level_1,
chiseller,chiseller,,level_1,
chivvy,chivvy,,level_1,
chivy,chivy,,level_1,
choke,choke,,level_1,
choler,choler,,level_1,
choose,choose,,level_1,
chorus,chorus,,level_1,
chromaticity,chromaticity,,level_1,
chronically,chronically,,level_1,
chuck out,chuck out,,level_1,
chuckle,chuckle,,level_1,
chum,chum,,level_1,
chumminess,chumminess,,level_1,
churl,churl,,level_1,
churn,churn,,level_1,
churrigueresco,churrigueresco,,level_1,
churrigueresque,churrigueresque,,level_1,
cinch,cinch,,level_1,
circle,circle,,level_1,
circularise,circularise,,level_1,
circularize,circularize,,level_1,
circumstances,circumstances,,level_1,
cisterna,cisterna,,level_1,
citation,citation,,level_1,
citrous fruit,citrous fruit,,level_1,
citrus fruit,citrus fruit,,level_1,
civilised,civilised,,level_1,
civilized,civilized,,level_1,
clack,clack,,level_1,
claim,claim,,level_1,
clamant,clamant,,level_1,
clammy,clammy,,level_1,
clamor,clamor,,level_1,
clamorous,clamorous,,level_1,
clamour,clamour,,level_1,
clang,clang,,level_1,
clangoring,clangoring,,level_1,
clangour,clangour,,level_1,
clank,clank,,level_1,
clap,clap,,level_1,
claptrap,claptrap,,level_1,
clash,clash,,level_1,
clasp,clasp,,level_1,
class,class,,level_1,
clay,clay,,level_1,
clean,clean,,level_1,
clean up,clean up,,level_1,
clear,clear,,level_1,
clear up,clear up,,level_1,
